customer_tweet_id,customer_text,customer_id,brand_response,brand_tweet_id
13524,@AskAmex Is there a minimum amount you have to pay to be able to send from one bluebird account to another?,118819,"@118819 For immediate assistance,pls contact Bluebird Customer Service at: 877-486-5990,24/7. Thank you.",13523
16088,@AskAmex I’m flying air Canada. Do they normally leave from t3 at sfo?,119529,"@119529 Hello there. Is this concerning a US Amex Card? We currently only have access to card specifics, not flight details. ^Rachel",16090
16089,@AskAmex Hi which lounges does my platinum card get me access at sfo international terminal? Thanks,119529,@119529 Good Morning. There is a Centurion Lounge at terminal 3 and 2 other lounges depending on who you are flying. ^RK,16087
16093,@AskAmex where do I find a list of all the centurion lounges? Thanks,119529,@119529 If you need further assistance please let me know. ^fd,16091
16092,@AskAmex Ok thanks. Any others opening in future?,119529,@119529 Philadelphia.,16729
16730,@AskAmex Thanks,119529,"@119529 You’re welcome, have a great day and thank you for choosing American Express.",16731
16732,@AskAmex Hi can I access the centurion lounge at sfo if I am flying from international terminal with air Canada? Thanks,119529,@119529 Pls visit: https://t.co/cFal5tXJ25 for more detail. Safe Travels! ^Naomi,16733
16735,@AskAmex I have a Canadian business platinum card. Surely that works??,119529,@119529  Pls visit:  https://t.co/3Ug0BYFU6B  for more information. ^Naomi,16736
31279,"@AskAmex Gold personal and business, PLAT personal, SPG personal and business",122898,"@122898 Since no phone access, our Platinum Concierge Team may be able to help via email:  __email__",31281
31280,"@AskAmex Looking for assist with setup charter van in SiemReap Cambodia. 4 Pax, 4+ days, in January.  Currently no phone access",122898,"@122898 Hi. Our Twitter team currently does not assist with travel reservations. What type of Amex Card do you have, as may have options^RK",31278
31283,"@AskAmex just had the most painful experience booking a hotel. Web site broken, chat agent slow, phone agent slower. Finally booked",122899,@122899 Good Morning and so sorry for the issues. We do appreciate you sharing your experience with us. ^Rachel,31282
31285,@AskAmex It's the Hilton Bonus transfer point on your homepage. It doesn't say it's for specific customers.  Everyone can see it.,122900,@122900 Please speak with Customer Service at 800-528-4800 24/7. We look forward to assisting you with your account.,31287
31286,@AskAmex Call Hilton about a Rewards question??  Doesn't make sense to me.,122900,"@122900 So sorry about that. Which promotion are you referring to, Darryn? Is this with your Membership Rewards points?  ^Rachel",31284
31289,@AskAmex I signed into my Rewards account 2night to take advantage of the Hilton Honors transfer bonus. May I still take advantage of that?,122900,"@122900 Hi Darryn. Pls call Hilton Customer Service for assistance @ 800-297-1000, 24/7. All the best. ^Clarissa",31288
33605,"@AskAmex really disappointed in AMEX despite writing to the top also, RESOLUTION should mean resolution, not mind changing 3 months later",123432,@123432 Good Morning. Were you contacted by our Executive Office with a resolution? Please follow so we can Direct Message. ^Rachel,33604
33607,@AskAmex how do I verify the temp deposits in my acct that I want to transfer my balance too?,123433,@123433 Good Morning. What type of Amex Card are you referring to? I want to make sure I can help. ^Rachel,33606
33610,@AskAmex Thank you so much! Hopefully you’ll have one at LAX and LHR soon. Have a good day!,123434,"@123434 My pleasure, Keya. You know where to find us in the future. Wishing you safe travels! ^Rachel",33612
33611,"@AskAmex - Hi, I see you’ve opened a new Centurion Lounge at PHL Airport. When is LAX getting one? I think LAX is a good next choice. TY",123434,@123434 Hello.No news on any upcoming lounges. You can locate details at: https://t.co/pAEBbVoyv4 Wishing you a great day! ^RK,33609
33614,@AskAmex I have a new pending charge that is not authorized. I can’t find any place to dispute an authorization. HELP!,123435,@123435 Please let me know if you have any other q's. Have a great day! ^Rachel,33613
36459,@AskAmex Where do I forward a suspicious looking email asking for account information ?,123952,@123952 __email__ so that we may review. Appreciate your vigilance.^In,36458
36462,@AskAmex I was not specifically referring to the Platinum Card I just wish you guys had a competing card on the dining category.,123953,"@123953 At this time, it appears that we do not.",36461
36465,@AskAmex I would love to see American Express increase their dining Rewards on their cards for example like on the American Express Platinum.,123953,"@123953 We appreciate the feedback, but no news on any changes with the Platinum Card. Details at: https://t.co/2nkFSAy0nb",36464
36469,@AskAmex Hopefully with some positive news to compete with the new Uber card and the new Savor Card.,123953,@123953 Good Morning. Can I help with something? It appears that we do not have specifics on these cards. ^Rachel,36466
36474,"@AskAmex In Europe now finding my card is not being accepted. Since I don't travel with different foreign currencies, embarrassing.",123954,@123954 Please let us know. Safe travels.^In,36473
36477,"@AskAmex When does the changes (no FTF, etc) to the Hilton Surpass AMEX card come to effect, immediately?",123955,"@123955 Good morning, thanks for reaching out. The changes start January 2018. Enjoy your day.^In",36476
37560,@AskAmex received a denied charge message from comfort inn had already checked out and had receipt,124155,@124155 do you have (please do not release any personal identifiable information)?^In,37558
37562,@AskAmex green (personal Amex card),124155,@124155 They're available 24/7.  Sorry for the inconvenience.^In,37563
38051,@AskAmex Thank you! I had to reply. Want to confirm that's same info for international deposit for AmEx Bluebird debit?,124269,@124269 Please call our Bluebird team at 877 486 5990 24/7 for assistance.^In,38053
38052,@AskAmex I need a swift code and iban for an international deposit??,124269,"@124269 Hi there, thanks for reaching out. I am send you a Direct Message.^In",38050
38057,@AskAmex why can't I use my blue bird card to name a payment to fund raiser?I need to my brother in law died,124270,@124270 Hi sorry to hear. Are you trying to process a transaction? ^Clarissa,38056
38060,@AskAmex How to get it fixed?,124271,"@124271 Once your statement closes, you will be able to make the payment on the app. In the meantime, I can help. ^RK",38059
38754,@AskAmex add bestbuy offer .thanks,124453,@124453 Hi Lin. Were you solicited for the offer? ^Clarissa,38753
39512,@AskAmex Shortly after applying &amp; being approved for a promotional AmEx our mailing address changed - I haven't gotten the cards yet - WDID?,124639,@124639 They're available 24/7. Sorry for the inconvenience.^In,39511
39521,@AskAmex Thanks,124639,@124639 You’re welcome. If you need us in the future we are just a tweet away!^In,39522
39524,@116988 your website and Rewards portals are incredibly buggy and frustrating to use. Is there a recommended browser for this?,124640,@124640 Hi there and sorry for the issues. Have you tried using chrome and clearing your cache? ^Rachel,39523
40324,@AskAmex Yes with rewards points.,124843,"@124843 You should have received an email saying it was shipped, have you received anything from us? ^RK",40326
40327,@AskAmex Yes I received an email on the 10/23 saying it was shipped with a delivery date of 10/30 but I have yet to receive them.,124843,"@124843  800-297-3276; Monday- Friday 9am-12am, Sat-Sun 10am-6:30pm EST. Looking forward to speaking with you. ^RK",40328
40325,@AskAmex,124843,@124843 Good Morning and sorry about that. Were these ordered with Membership Rewards points? We may need you to call us directly.^RK,40323
40333,@AskAmex All of them. I suppose. Charge cards Personally. I am wondering if the Amex app will work with FaceID on nov 3 for login!,124844,"@124844 We have no news of this. Should anything change, card members will be updated. Wishing you a great day. ^Clarissa",40332
40335,@AskAmex When can we expect FaceID support for iPhone X app?,124844,@124844 Hi. Which U.S. based card is this concerning? Pls do not share any personal information. ^Clarissa,40334
40337,"@AskAmex Yes, I opened a case and I was sent some form letter rejecting my appeal. AMEX recorded the call,. No results and Zero help",124845,@124845 I would be happy to investigate. Do you have time to chat securely through our website so I can see your account? ^RK,40339
40340,@AskAmex Yes,124845,@124845 Great. Please go to https://t.co/crJMnNwi0H log in and select code 10307  and we will continue our conversation there. ^RK,40342
40338,"@116988 I am very disappointed that my delta rewards points were not delivered as promised. Owed 30-50,000 pts https://t.co/KXIZ1aKcTy",124845,@124845 Hi there and sorry to read about that. Have you called us to open an investigation as to why miles not issued? ^Rachel,40336
40345,@AskAmex will the new @117372 credit cards have an annual fee?,124846,@124846 Please let me know if you have other q's. Have a great day! ^Rachel,40344
40348,"@AskAmex No, thank you. I already responded. Y'all called me. I was trying to return the call.",124847,@124847 You’re welcome. If you need us in the future we are just a tweet away!^In,40350
40349,"@116988 Buuuuut, after 20 minutes on hold with @116988 even great music couldn’t keep me waiting. Ugh.",124847,"@124847 better assist, please advise the general nature of your concern. No personal or identifiable information please.^In",40347
41472,@AskAmex is it possible to receive a signup bonus once you transfer my Citi Hilton card to your Amex Hilton card?,125114,"@125114 Hi there, thanks for tweeting. Unfortunately, there is no signup bonus for the transfer. Enjoy your day.^In",41471
41695,@AskAmex Spend 100 get 2000 membership reward points,125178,"@125178 •American Express Mobile iPhone App
•American Express Mobile Android App
•Email",41697
41696,@AskAmex is the staple offer still available?,125178,"@125178 Hi there, what staples offer are you referring to?",41694
43893,"@AskAmex Hi, I have a amex card synced to my twitter. Do you know how to add bestbuy offer to my card?",125731,@125731 Hi. Were you solicited for the offer? ^Clarissa,43892
43896,@askamex Traveling outside US. How do we get a pin for our card? Number to call from Austria?,125732,@125732 Hi Cindy. Which U.S. based card is this concerning? Please do not release any personal or card information. ^Clarissa,43895
43899,@AskAmex how come you don’t reimburse for tsa precheck on the small business gold card but do on the corporate gold? Unfair.,125733,@125733 Hi thx for tweeting. Apologies for any inconvenience. We appreciate your feedback &amp; it will be captured. All the best. ^C,43898
43901,"@AskAmex I downgraded my gold delta card to the blue delta with no fee, however I got charged the annual fee already for the gold",125734,@125734 They're available 24/7. Sorry for the inconvenience.^In,43900
43905,"@AskAmex The Amex is not my card.  You keep taking money from my bank to pay someone else’s bill. $18,000 in past 2 weeks. I want my $ back 2day.  #?",125735,"@125735 Please call our Account Security Team @ 888-800-5234, 24/7. All the best. ^Clarissa",43907
43908,@AskAmex Been on hold since 9:30 am EST today.,125735,@125735 Apologies we have no recourse via Twitter. ^Clarissa,43910
43911,@AskAmex What doesn’t Amex understand?  I need a number to call for help from your company wrongfully taking my money!   Give a damn number!!!,125735,@125735 Hi Michelle. Did you see my previous tweet? ^Clarissa,43912
43913,@AskAmex Seriously?  I want a human on the phone you theifs!!!   What is a number to call with human?i want a Phone number to a human now,125735,"@125735 Please call 888-800-5234 and press 0 to speak w/ a representative. You can also call 800-528-4800, 24/7. Have a nice day. ^C",43914
43906,"@AskAmex I cannot reach your fraud department.  What number can I call.   Btw, contact us link on ur homepage doesn’t work.",125735,@125735 Hi sorry to hear. Which U.S. based card is this concerning? Pls do not release any personal information. ^Clarissa,43904
43916,@116988 @79152 Where is local Wdc office.   800 no help to stop fraud on my bank. U people don’t care.   U r illegally paying a card holder acct with my $,125735,@125735 Hello Michelle. So sorry to read of your issues. Do we have an investigation open to look into why funds taken? ^Rachel,43915
46346,@AskAmex The Benefits page of US credit cards is down. Are you working on this?,126289,@126289 Hi there. Which page are you trying to access? Pls do not release any personal information. ^Clarissa,46345
46348,@AskAmex I’m not seeing it under the offers page.,126290,@126290 Unsolicited Card Members are not eligible for this offer. For future offers pls visit https://t.co/UxlOmPXSf6. All the best. ^Clarissa,46350
46349,@AskAmex  Is the Amex offer for $25 back on $250 at Best Buy eligible to be added by tweet?,126290,@126290 Hi. The offer cannot be added via Twitter. Were you solicited for the offer? ^Clarissa,46347
46352,@AskAmex I have a charge on my card that I don't recognize. Can we look into this via direct message or do I need to call customer service?,126291,@126291 They're available 24/7. Sorry for the inconvenience.^In,46351
46355,@AskAmex I just read that Amex is changing the name of the Hilton Surpass Card and are adding some new benefits.,126292,"@126292 must be accompanied by the Basic Card Member. Hope this helps. Thx for tweeting, have a great day. ^Clarissa",46354
46358,"@AskAmex Ok, so the only offers a user of a 3rd party issued amex card can use are those from twitter. Correct?",126293,@126293 Amex Offers through Twitter.^In,46360
46364,"@AskAmex Alright, thank you.",126293,@126293 You're welcome. Please visit https://t.co/TPXlszkR5o to see the benefits of the different Cards.^In,46365
46359,@AskAmex I have read online about amex offers. How do I know when a deal is for amex issued cards and one that is for all amex cards? I have connected my amex account to twitter and I don't understand how to get deals like this one: https://t.co/nZvlmYvAFC,126293,@126293 The offer you are referring to is for solicited Card Members. Unsolicited Card Members are not eligible for this offer.^In,46357
46367,"@AskAmex I have a few questions: Can you explain how amex offers work? Do they all require cards that are issued by amex and not 3rd party issuers? Do some of them? How do I get a card directly from amex? Thanks, and sorry for so many questions.",126293,"@126293 Good afternoon, thanks for reaching out. Amex Offers is a digital offers program that provides more ways to save every day.",46366
46786,@116988 company is not what it used to be. All customer support outsourced to India/Philippines w/long holds and unresolved issues.,126400,@126400 Hi I never heard back from you. Let me know if I can assist. All the best. ^Clarissa,46785
46790,@126402 @SouthwestAir @116450 @126403 Sadly still no Centurion Lounge in Denver @AskAmex,126401,@126401 Hi I never heard back from you. Let me know if I can assist. Have a nice day. ^Clarissa,46789
47567,"@AskAmex I eventually asked to speak with his supervisor based on the conflicting info I was given (and poor cmr service) and I was told there was no one else I could speak with, and that I could write a letter. All I want is a call back from the 1st supervisor, to answer my question. /x",126626,"@126626 We have no recourse from our end. You may contact our customer service team@8005284800,",47566
47575,"Hey @Delta, you really should talk to @116988 about the cmr service they provide in your name. I have received horrible cmr service on my Platinum card.  Not sure why I pay an annual fee to get lied to.  #badcustomerservice",126626,@126626 I never heard back from you; let me know if I can help. Have a great day! ^In,47574
47642,Can't really tell if this is from the real @116988 or a fake...hmmm...I mean that domain says American Express... https://t.co/r7VyFCGx7B,126643,@126643 __email__ so that we may review. Appreciate your vigilance.^In,47640
47646,@AskAmex I deleted cache and cookies on all.,126289,@126289 No issues have been reported on our end. Do you have time to chat securely online so I can help you get enrolled? ^C,47649
47650,@AskAmex Yes please. Thank you.,126289,"@126289 Great. Pls go to https://t.co/crJMnNwi0H , log in, &amp; select code 10310 &amp; we will continue from there. ^C",47651
47648,@AskAmex I've tried three different browsers. :(,126289,@126289 Can you try deleting your cache/cookies? ^Clarissa,47645
47654,@AskAmex yes I am.,126289,@126289 Can you try using a different browser? ^Clarissa,47653
47656,@AskAmex Thanks. It's the platinum card. Hilton and Starwood benefit enrollment both say system is down.,126289,@126289 Are you on https://t.co/HuGi9QrQws ? ^Clarissa,47655
39519,"@AskAmex Hi I've been trying to enroll in a card benefit at several times today, on three different devices. It says system unavailable. Pls advise?",126289,@126289 Which U.S. based card do you have? Pls do not release any personal or card information. ^Clarissa,47657
47659,@AskAmex I just opened the Amex web page and See a sky miles number associated with card. I’m assuming they assigned a new number to me,118205,"@118205 Yes, a skymiles number does get associated with the card when you open one. ^Clarissa",47658
47660,"@AskAmex Sorry, missed this last night. I’ve got a few minutes now if you’re available",118205,"@118205 Great. Pls go to https://t.co/crJMnNwi0H , log in, &amp; select code 10310 &amp; we will continue there. ^C",47661
49092,@AskAmex I need a update idk what going on ?,126961,@126961 I would be happy to investigate. Do you have time to chat securely through our website so I can see your account? ^RK,49094
49095,@AskAmex Yes,126961,@126961 Great. Please go to https://t.co/crJMnNwi0H log in and select code 10307  and we will continue our conversation there. ^RK,49096
49093,@AskAmex hey it’s been 72 hours my credit limit hasn’t been increased i accidental but in the wrong income while applying for the card ?,126961,@126961 Hi there. Did you receive notification as to why it was not approved? ^Rachel,49091
49098,@AskAmex I need to dispute a charge.,126962,@126962 Hi Jeff. Which U.S. based card is this concerning? Please do not release any personal or card information. ^Clarissa,49097
49858,@AskAmex Same as in your picture... It's a prepaid account,127167,@127167 Please let me know if you have any other q's. Have a great day! ^Rachel,49860
49859,@AskAmex hey how are you?  I'm am going to delete my existing email that you have on my profile... How do I change my email with you guys.,127167,@127167 Hi there. I'm great thanks for asking. What type of Amex Card is this referring to so I can provide specifics. ^RK,49857
49863,"@AskAmex I fixed it, I had adblocker turned on and it was disabling parts of your website.",127168,"@127168 Perfect, glad that worked Jon. Make it a great day! ^Rachel",49865
49864,@AskAmex is your chat service down on the merchant website? There is no icon to be found to initiate help chat,127168,@127168 Hi there. No news on any issues online. Did you log into your account to see if a representative is available? ^RK,49862
51551,@AskAmex is there a best buy amex offer?,127566,@127566 Please let me know if you have any other q's. Have a great day! ^Rachel,51550
52098,@AskAmex My account is locked because you guys messed up and said I'm dead. I'm told 24 hrs to get my account back. Is this happening,127714,@127714 Please call the number on back of the card and escalate any concerns to a supervisor. Sorry for the inconvenience.^In,52097
52837,@AskAmex you keep sending me information for account ending in 83003. You should probably stop that.,127897,@127897 They're available 24/7. Sorry for the inconvenience.^In,52836
52839,@AskAmex Already spent an hour with your customer service. Ill just keep tweeting this whenever you leak customer information.,127897,"@127897 We apologize for the emails and once we remove your email address from our database, they should stop. ^Rachel",52840
52844,@askamex we need help with material for upcoming edition about #ShopSmall,127898,@127898 They're available 9 AM to 6 PM (ET). Enjoy your day.^In,52842
52846,@AskAmex Thank you!,127898,"@127898 My pleasure, thanks for tweeting. Have a great day.",52848
53453,@116988 Is the Best Buy offer only available to select Amex card holders? I don't see this offer available to me on twitter.,128070,@128070 Enjoy your day.^In,53452
53456,@AskAmex Thank you.,128070,@128070 You’re welcome. If you need us in the future we are just a tweet away!^In,53457
53459,"@AskAmex Hi, Unable to make my card payment. Says page not available. even account login is not working. Kindly assist.",128071,@128071 please contact our Digital Assist Team at 800-297-7500. They're available 24/7. Sorry for the inconvenience.^In,53458
54283,@AskAmex Good Afternoon. I need to replace my lost card but before i do i need to know what happens to the money i have on my lost one.,128285,@128285 do you have (please do not release any personal identifiable information)?^In,54282
54285,@AskAmex Bluebird card,128285,@128285 via this channel. Please call our Bluebird team at 877 486 5990 24/7 for assistance. Sorry for the inconvenience. ^In,54286
54288,@AskAmex So what should i do?,128285,"@128285 Please call our Bluebird Customer Service at 877-486-5990, for assistance. They're available 24/7.^In",54289
54291,"@askamex still missing delta skymiles bonus after many months, calls and chats. Pls respond with resolution.",128286,@128286 There is no ETA at this time. Sorry for the inconvenience. ^In,54290
54297,@AskAmex Hello! Do you mean you need my card number?,128287,@128287 issued American Express Cards. Please call the number on back of your card for assistance.^In,54299
54298,"@AskAmex Hello! I posted this twice on your FB timeline but I never got any reaction. I hope you can help! Thanks
https://t.co/tkrOfyoyjh",128287,@128287 of your card for assistance. Enjoy your day.^In,54296
55896,@AskAmex Hello. I found urgent security problem. Confidential data leak by AMEX employees. Where should I report? Any e-mail contact?,128675,@128675 Hi there. Please follow us so we can Direct Message with you. ^Rachel,55894
55898,@AskAmex thank you very much!,128676,@128676 You’re welcome. If you need us in the future we are just a tweet away!^In,55897
56737,"@AskAmex So you are suggesting that in order to get the benefit, I would be better of cancelling that order and re-ordering? Ugh. Terrible.",128854,@128854 Unfortunately we can not extend the terms of the promotion. You needed to enroll prior and make an eligible purchase. ^RK,56739
56738,@AskAmex I completely missed the fact that I need to add the Fanatics offer to my card in order to use it. Is there a way I can get credit?,128854,@128854 The Card has to be enrolled in the offer to get the statement credit. Enjoy your day.^In,56736
57358,@AskAmex UK  blue card,129006,@129006 Looping in @129007 to assist. ^Clarissa,57360
57359,@AskAmex having problems logging on  it says details and card is incorrect,129006,@129006 Hi sorry to hear. Is this concerning a U.S. based card? Pls do not release any personal or card information. ^Clarissa,57357
57960,@AskAmex It is an American Express serve green card I wanted to activate online feature and made a mistake I dnt know if it's gonna re send a card,129156,"@129156 Please call Serve for assistance @ 800-954-0559, 24/7. All the best. ^Clarissa",57962
57963,@AskAmex I tried just a moment ago to check my balance left and I dnt know if I heard right but computer systems weren't able to help at the time?,129156,@129156 Please press 0 to speak with a representative. ^Clarissa,57964
57961,@AskAmex I need to DM you I was trying to activate a card I already had and it's about to send me another personalized care I DON'T NEED IT,129156,@129156 Hi Joe. DM is not secure. Which U.S. based card is this concerning? Pls do not release any personal or card information. ^C,57958
57966,"@AskAmex Are you able to help me find an item, similar to the AskAmex app?",129157,@129157 Hi. What is the general nature of your concern? Pls do not share any personal information. ^Clarissa,57965
58553,@AskAmex I called and The points have been loaned to my account so I can use them right away. It’s been inconvenient for me.,129310,@129310 Apologies for the issues as we were aware of a delay and working on rectifying. Did you want me to review? ^RK,58555
58556,@AskAmex Yes please,129310,"@129310 Great. Please go to https://t.co/crJMnNwi0H, log in, select code: 10304 and we will continue our conversation there. ^B",58557
58554,@AskAmex I have been waiting for half a year for 35K points to be added to my SPG reward account. What’s is happening?,129310,@129310 Hi there and sorry to read that. Have you called us to initiate an investigation? ^Rachel,58552
58559,"@AskAmex No, Canada - and in Canada.. I’ve written @129312 too. Awaiting reply:)",129311,@129311 Looping in @129312 to assist. ^Clarissa,58561
58560,"@AskAmex If I rent a car with my gold card,do I have to pay the agency for additional drivers, or do you cover me? Need 2 know ASAP:)",129311,@129311 Hi George. Is this concerning a U.S. based card? Please do not release any personal or card information. ^Clarissa,58558
59446,"@AskAmex Never received sign up bonus points, referral points or consumer spending points since Aug. Have been lied to by different AMEX reps.",129556,@129556 Have you escalated your concerns to a Supervisor? ^Clarissa,59448
59449,@AskAmex I have numerous times. Told an investigation would be opened and I don’t hear back after weeks.,129556,@129556 Did you refer someone to apply for the card? ^Clarissa,59450
59451,@AskAmex I did.,129556,@129556 Do you have time to chat securely through our website so I can look at your account? ^B,59452
59453,@AskAmex Yes,129556,"@129556 Great. Please go to https://t.co/crJMnNwi0H, log in, select code: 10304 and we will continue our conversation there. ^B",59454
59447,@AskAmex just filed a complaint to the CFPB. Starwood card does not honor rewards. Worst customer service ever dealt w/ at AMEX.,129556,@129556 Hi sorry you feel this way. What is the general nature of your concern? Pls do not share any personal information. ^Clarissa,59445
59457,@AskAmex https://t.co/e2NKzx8erK,129557,@129557 Were you solicited for the offer? ^Clarissa,59459
59458,"@AskAmex Hilton promo at 1,000 MR for 2,100 Hilton, but I only got 1,000 MR for 1,500 Hilton.  Could I get the better rate or refund of MR?",129557,"@129557 Hi there. Is this an enrollment promotion, by solicitation only? I could not locate this promotion. ^Rachel",59456
60171,@AskAmex I'm ready,129756,"@129756 Great. Please go to https://t.co/crJMnNwi0H, log in, select code: 10304 and we will continue our conversation there. ^B",60173
60174,@AskAmex Could you please send me another link something happened with my wifi,129756,"@129756 Sure. Please go to: https://t.co/crJMnNwi0H, log in, and select code: 10306 and we will continue our conversation there. ^N",60175
60172,"@AskAmex Yes just been busy, I'll send the chat shortly",129756,@129756 Let me know whey you're ready &amp; I'll send you a new link. ^B,60170
60178,@AskAmex can I transfer points from member rewards to audience rewards?,129757,"@129757 If we can assist you in any way in the future,pls let us know.Thank you. ^B",60177
39516,"@AskAmex Why are u deleting my comments?  You r taking my money for a fraud account.  $18,000 in two weeks. I want ### to human to call.",125735,@125735 Please call the numbers provided. We have no recourse via Twitter. ^Clarissa,60818
61843,"❤️ @3461 &amp; @AskAmex #SmallBizSat, so this is definitely a must-do! https://t.co/PEHMRsXWGg",130163,@130163 Wow!! Sounds like fun. Love the pic. Thx for sharing. Enjoy...,61842
61845,"@AskAmex What's with small business Saturday?
How do I sign up as a shopper?
What are my benefits?",130164,"@130164 Hi.While we do not currently have an American Express Card Member offer connected to Small Business Saturday,we encourage you to visit https://t.co/d4YhMx5Nlv for information on how to get involved and support local businesses in your community.Thank you. ^B",61844
61849,@AskAmex received confirmation of using Google Express offer but it's not posted on my account?,130165,"@130165 on your billing statement w/in 90 days after 12/28/2017.If we can assist you in any way in the future, pls let us know. Thank you. ^B",61848
62931,"@AskAmex thanks for yur help, I don't see this offer in my Amex account, can you please add as I am interested in this offer? Thanks",130416,@130416 advantage of one soon. ^Naomi,62933
62935,@AskAmex Ok but now a days why I am not getting popular offers in my account? Is there anything wrong in my profile or history?,130416,"@130416 While you did not receive this particular offer, you may receive exciting offers in the future. ^Naomi",62936
62937,@AskAmex Ok thx,130416,@130416 My Pleasure! Have a great day. ^Naomi,62938
