customer_tweet_id,customer_text,customer_id,brand_response,brand_tweet_id,true_intent,requires_escalation,escalation_reason
1709874,"@AskAmex If I add an AMEX offer to primary card, will spend from authorized user card count toward the offer spend criteria on primary card?",518051,"@518051 Hi, thx for reaching out. Which offer are you referring to specifically so I can review the terms and conditions? ^K",1709872,rewards_inquiry,False,
2432503,@AskAmex Thank you,698129,@698129 Pls contact our gift card team@877-297-4438 and escalate the issue to a supervisor.,2432497,account_question,False,
2780392,@AskAmex I am not going to tweet the problem.  If you will supply a phone number I will call and hope you can help. American Express is very frustrating today.,776560,"@776560 Please call 800-528-4800, 24/7 &amp; escalate your concerns to a Supervisor. All the best. ^Clarissa",2780397,account_security,True,Customer is expressing high frustration and requires a human agent to de-escalate.
398569,@AskAmex @210255 And for those with no time to loose on phone with robots?,210254,@210254 No personal or identifiable information please.^In,398568,service_inquiry,False,
624558,"@AskAmex Why did my Working Capital account show I had $45,000.00 available credit and I paid a $2,700.00 invoice and now I have no credit to pay more invoices?",268260,"@268260 They're available Monday - Friday, 8:00 am to 8:00 pm (ET). Sorry for the inconvenience.^In",624557,billing_inquiry,False,
295199,@AskAmex @186308 take it away!,186307,@186307 Hi Bonnie. Do you need assistance w/ a U.S. based card? Pls do not release any personal information. ^Clarissa,295201,account_question,False,
752704,@AskAmex The blue serve,193195,"@193195 Please call 800-954-0559, 24/7 for assistance. Wishing you all of the best. ^Clarissa",752705,general_inquiry,False,
2415249,Question about #shopsmall We are an online small business. Can we participate in #SmallBusinessSaturday too @116988 ?,694231,@694231 Hi. Please visit https://t.co/d4YhMx5Nlv to learn more about how to get involved. All the best. ^Clarissa,2415248,general_inquiry,False,
2944863,@AskAmex I requested a dispute resolution with a https://t.co/Flptsko9ct charge. They do not have a phone number or email for customer service. They finally responded to a tweet and will reverse the charge. Please cancel the dispute inquiry. Thanks.,813493,@813493  They're available 24/7. Sorry for the inconvenience.^In,2944862,customer_complaint,True,Mention of sensitive security or cancellation requires a specialized retention or fraud agent.
2107497,"@AskAmex Hey, my first AMEX card is in my mailbox right now. Can't wait to go home from work and open the packet. #excited",148499,@148499 Hi Congratulations on your new membership. Feel free to tweet us in the future. Have a nice day. ^Clarissa,2107496,card_delivery_status,False,
1497516,@askamex It has been over a month since I asked to have the emails stopped.,467696,"@467696 Have you called 800-528-4800, 24/7 to request to be removed? ^Clarissa",1497518,card_delivery_status,False,
2677324,@AskAmex @116988  With the release of the new Uber card from Barclay any way you guys are going to up your dinning reward benefits?,123953,"@123953 Hi there, thanks for tweeting. We do not have any information to share at this time. Enjoy your day.^In",2677323,rewards_inquiry,False,
326874,@AskAmex No this is Indian based account,193890,@193890  Looping in @134966 for assistance. ^Clarissa,326873,account_question,False,
1231068,@AskAmex yes please,408752,"@408752 log in, and select code: 10233 and we will continue our conversation there. ^ fd",1231067,service_inquiry,False,
2211864,"@AskAmex I did, and can't DM. I'll call CS and take up a phone rep's time with it. Which works out, since I have a PCI/PII question, too.",646486,"@646486 Sounds good, feel free to tweet us in the future. All the best. ^Clarissa",2211865,service_inquiry,False,
2778086,"@AskAmex No reference number given in original email.  Went to original email and ""link not working"" Got an ""oops"". This is silly.",236120,@236120 Digital Assist Team at 800-297-7500. They're available 24/7.^In,2778088,card_delivery_status,False,
2146819,@AskAmex Thanks - where is it on the customer website? I can't find it there...,631076,"@631076 you would then click on the help tab, which is located at the top right of the page.",2146821,technical_issue,False,
2624483,@AskAmex departament of deferred payments (?) or insurance too. They both have called constantly,741379,"@741379 We're sorry to hear of the inconvenience. I'd suggest calling the number on the back of your card so, we can resolve this matter.",2624484,billing_inquiry,False,
2854241,@AskAmex thank you 🙂,793444,"@793444 My pleasure, thanks for tweeting, enjoy your day. ^Clarissa",2854240,service_inquiry,False,
2056545,@AskAmex how do I get an updated metal card with out getting a new number?,608214,"@608214 Hi Benjamin, thx for tweeting us. Pls call the number on the back of your card and a representative can complete your request",2056544,general_inquiry,False,
101034,"@AskAmex I forgot to call, but a new statement dropped this morning, and I was able to pay the remaining balance from my attached personal savings account.  So we're all set.  Thank you again for your help!",138108,@138108 You're welcome. Have a great day!^In,101033,urgent_assistance,True,Mention of sensitive security or cancellation requires a specialized retention or fraud agent.
2558242,@AskAmex I need to talk to someone who can help me claim Rewards Points used to acquire airline ticket for a flight that was cancelled as a result of Hurricane Maria.,726264,"@726264 Monday - Friday, 9:00 am to midnight (ET); Saturday - Sunday 10:00 am to 6:30 pm (ET). Enjoy your day.^In",2558241,account_security,True,Explicit distress signal requiring manual intervention to prevent churn.
2546341,"Yo @AskAmex, sending me a PAPER pre-approval every freakin week! Could you BEEE more eco-unfriendly?
(yes, I've been lazy in unsubscribing, but we can agree that's a lesser sin) https://t.co/bEvhGWPa5X",524700,@524700 Hi. I apologize. Do you currently have an American Express Card so we can Live Chat? ^B,2546339,technical_issue,False,
1054150,@AskAmex That's the answer?  No answer.,369064,@369064 Please call the number on back of the card and eacalate any concerns to a supervisor.^In,1054151,account_question,False,
1257123,@AskAmex  whats the routing number for personal savings accounts,414590,@414590 Good morning thanks for reaching out. The  number is 124085066. Thanks for choosing American Express.^In,1257122,account_question,False,
814744,@116988 I am new AMEX Platinum member. $200 airline credit benefit is unusual &amp; far more complicated than Citi Prestige &amp; Chase Sapphire Preferred. United was wrongly selected as my preferred airline &amp; being told nothing can be done to fix. Please assist #amexplatinum,174853,@174853 Hi Russ. Thx for reaching out to us. Have you already used the credit with United? ^K,814743,technical_issue,False,
621011,@AskAmex Any points really.  My account still says 0 and I'd like to transfer some to partner airlines for an award booking,267391,@267391 to look into this we would need to chat securely through our website so that I can see your account. Are you free now? ^C,621010,rewards_inquiry,False,
2129372,"@AskAmex Both actually, it isn’t a significant amount but I don’t think I did it",626820,"@626820 You should be able to dispute this information online, under Recent Transactions. Please let me know if you need help. ^RK",2129371,service_inquiry,False,
2488359,@116988 my credit card has been stolen,700028,@700028 Hi and sorry to read that. Is this concerning a US Amex Card and registered online? You can also call 8005284800; 24/7. ^RK,2488358,cancellation_request,True,Mention of sensitive security or cancellation requires a specialized retention or fraud agent.
2589421,@116988 Can I get an update on my case GC-2JGJQ.  Thanks!,240328,@240328 Hi Roland. Do you have time to chat securely through our website so I can look at your account? ^B,2589419,service_inquiry,False,
2621762,@AskAmex Looking for Ticketmaster offers. #askoffers,695699,"@695699 Good morning, thanks for reaching out. Is there a specific event that you are looking for?^In",2621760,rewards_inquiry,False,
877790,@AskAmex Amx website down. When will it be up?,328376,"@328376 Hello. We apologize for the inconvenience. We are working on getting this resolved, please try later. We do not have an ETA ^RK",877789,technical_issue,False,
769983,@AskAmex Platinum delta,303865,@303865 Were you recently solicited for this offer ? ^K,769985,account_question,False,
1752807,"@AskAmex can you redesign your cards so that the lamination stops pealing. Cust service is great, just shouldn’t have to call them for this",528018,@528018 Hi. Which U.S. based card is this concerning? Pls do not share any personal information. ^Clarissa,1752806,service_inquiry,False,
2987491,@AskAmex How to close my serve account and card account ? I was planning to close it after I moved the balance in my card.,778084,"@778084 If you have a zero balance,you can cancel the account online at: https://t.co/9Gi8oXDwGg or by calling Serve Customer Service at: 800-954-0559, 24/7.If we can assist you in any way in the future,pls let us know.Thank you. ^B",2987490,urgent_assistance,True,Customer is expressing high frustration and requires a human agent to de-escalate.
1204054,"@402848 @50950 @AskAmex Question: Do you have arbitration in your consumer contracts? If yes, I'm out",402846,"@402846 Hi there, thanks for reaching out. Please call the number on back of the card for assistance. Enjoy your day.^In",1204052,general_inquiry,False,
924891,"@AskAmex Yes, I am",339489,"@339489 Pls go to https://t.co/crJMnNwi0H , log in, &amp; select code 10170 &amp; we will continue from there. ^C",924892,service_inquiry,False,
586108,"@AskAmex
I'm not able to change a category for my blue cash plus card, it keeps spinning and spinning, please fix",258384,"@258384 Should you need further assistance,pls contact Digital Assist at: 800-297-1234, 24/7.Thank you. ^B",586107,service_inquiry,False,
562732,@AskAmex How do I cancel my Bluebird AMEX account?,251719,"@251719 Hi Becky.If you have a zero balance,you can cancel the account online at: https://t.co/hCzKdYZ189 or by calling Bluebird Customer Service at: 877-486-5990,24/7.Thank you. ^B",562731,urgent_assistance,True,Customer is expressing high frustration and requires a human agent to de-escalate.
504599,@AskAmex Can we communicate privately through twitter?,234094,"@234094 Hi there, did you get your issue resolved?",504601,general_inquiry,False,
2193076,"@AskAmex Hey! Was hoping to notify you about travel without having to call in. Looks like I can't Direct Message you, is there a faster way?",641850,@641850 Have a nice day. ^Clarissa,2193075,general_inquiry,False,
2898800,@AskAmex That’s what the app says... but I was just there. They now don’t open till 7:00.,803102,@803102 I will see if I can locate a contact to refresh the time. I appreciate you reaching out. ^RK,2898803,technical_issue,False,
482049,"@AskAmex I’ve recently got a British Airways Amex credit card, which I’ve activated &amp; used successfully for a couple of purchases. However, I tried to use it to obtain cash from an ATM and it wouldn’t let me. Is there a reason?",229606,@229606 Hi there. Looping in @129007 to see if they can assist. Thanks for reaching out to us. Enjoy your day. ^In,482048,billing_inquiry,False,
1092028,@116988 @AskAmex when will details regarding Small Business Saturday 2017 be announced (such as statement credits)?,377675,@377675 check back with us in the future to see if anything changed. Have a great day.^In,1092027,billing_inquiry,False,
702849,@154473 @AskAmex @1306 #amexbestbuy please add me!!,287880,@287880 Unsolicited Card Members are not eligible for this offer. Thanks for choosing American Express.^In,702848,account_question,False,
907044,@AskAmex I need to check on a direct depost,169022,"@169022 If this is concerning a PrePaid Card, we would need you to call us directly as we can not access your account via Twitter. ^RK",907043,service_inquiry,False,
1214269,@AskAmex Help.,215341,@215341 Good Afternoon. How can I help? ^Rachel,1235394,cancellation_request,True,The negative tone indicates an at-risk customer who needs immediate human support.
235629,@AskAmex Hi there - yes.,172124,@172124 Fd is currently out of the office. I will have him touch base when he returns. I appreciate your patience. ^RK,235630,service_inquiry,False,
950189,"@AskAmex Reviewing my credit report, I found someone used my name and SSN to apply for AMEX account. How can I find out if they succeeded?",345365,"@345365 the 800 number pls select ""0"" to connect to a representative. Have a nice day. ^K",950188,technical_issue,False,
2550903,@AskAmex Sir don’t you think you should look into for my payment n ask your officer concerned to release my payment rather me,724704,"@724704 Please contact our Merchant Services at 800 528 5200, for assistance.^In",2550906,billing_inquiry,False,
803910,@AskAmex prepaid,311589,@311589 contact the number on back of the card for assistance. They're available 24/7. Sorry for the inconvenience.^In,803912,billing_inquiry,False,
330440,"@AskAmex I found chat option in the website however I do not remember my User Id nor Password. I tried to call but calls do not enter, so I twitted.",194664,"@194664 Unfortunately, without online access we can not chat securely with you. Please call us for help: 800-528-2122; 24/7. ^RK",330439,technical_issue,False,
205828,@AskAmex no. I had contacted your customer service multiple times and still no resolution.,164759,"@164759 For immediate assistance w/booking your reservation, pls contact Platinum Travel Service at: 800-443-7672, 24/7. Thank you.",2451102,account_question,False,
1155662,"@AskAmex I thought there was supposed to be an option where I could opt out my debit card as a backup funding source, where is it? Thanks!",391857,"@391857 Hi Steve, thanks for reaching out. Which U.S. issued Amex Card product",1155661,account_question,False,
297718,"@AskAmex Yes - October 18 through 29. Antigua, Guadeloupe, Barbados, Martinique, St Lucia, St Kitts and Bahamas via Holland America Cruise line.",186927,@186927 Do you have time to chat securely through our website so I can look at your account?  I can then place a note on it. ^K,297720,general_inquiry,False,
737507,@AskAmex multiple calls made to your cust svc team regarding sky miles acct benefit. No resolution. Please resolve this asap.,296390,@296390 Good Morning and sorry to read of your prior experiences. What q's did you have? I will see if I can help. ^RK,737505,rewards_inquiry,False,
2491409,"@AskAmex Really frustrated with the wait time, lack of benefits and inability of concierge to help",711321,@711321 We do not have access to the concierge database via twitter. I will share your feedback.,2491408,account_security,True,Customer is expressing high frustration and requires a human agent to de-escalate.
1468258,"@AskAmex Understood,I called customer service...problem resolved....thank you!",460799,@460799 Great! Happy it worked out. Pls don't hesitate to tweet us if you need help. Have a great night.,1468257,account_question,False,
1341547,@AskAmex Delta,432917,@432917 Thx.Do you have time to chat securely through our website so I can look at your account? ^B,1341545,general_inquiry,False,
330336,@AskAmex Delta sky miles,194637,"@194637 Please call 800-430-1000, 24/7 and escalate your concerns to a Supervisor. All the best. ^Clarissa",330337,rewards_inquiry,False,
2546334,@AskAmex hello. I just opened up an account yesterday.  When I was trying to add the card digitally it was saying to expand the user agreement to read it all. I tried about 15 times and got upset and just skipped it thinking I can go back to it later. Is there a way to go back?,723725,@723725 Hi Chris. Did you apply for a Card through our website? ^B,2546333,service_inquiry,False,
1007087,"@AskAmex For my self in this moment, thanks God no, but other might.",358315,"@358315 Hi, yes we are, please contact our customer service team@8005284800. They will provide all available payment options.",1007088,account_question,False,
2432489,"@AskAmex I have a pending return coming back to my card and it hasn't posted yet, can someone PM me please? Thanks.",204141,@204141 submits it to us. ^K,2432488,service_inquiry,False,
2556327,@AskAmex Is it possible to combine two cards into one login when each is associated with different logins?,725799,@725799 your account and click Account Services. Enjoy your day.^In,2556326,technical_issue,False,
1220744,"@AskAmex It's been over 6 months &amp; 3 calls to AmEx CS, still missing my 25K+10K SPG sign-up bonus points. When can I expect them to show up?",406430,"@406430 Hi, I would be happy to investigate. Do you have time to chat securely through our website so I can see your account? ^RK",1220742,rewards_inquiry,False,
222012,"@AskAmex Hi, I am here to close my AMEX Serve Account ASAP.",169025,@169025  channel.Pls call our Serve team at 1800-954-0559 24/7 for assistance. Enjoy your day! ^K,222011,customer_complaint,True,Customer is expressing high frustration and requires a human agent to de-escalate.
410380,@AskAmex Amex Blue Card,212889,@212889 department at 1-800-297-7500 open 24 hours a day/ 7 days a week. Have a great day! ^ K,410382,service_inquiry,False,
1032771,@AskAmex I have an existing Amex card and I just received an additional platinum delta Amex. It’s not showing up in my iPhone amex app.,261187,@261187 So the Platinum Delta SkyMiles Card is new &amp; you would like to add it to your existing User ID? ^B,1032773,technical_issue,False,
844927,@AskAmex I have the serve card now my direct deposit is suppose to be in there today and so far I haven’t seen anything!!!!!!!,320848,@320848 They’re available 24/7. Sorry for any inconvenience.^In,844926,billing_inquiry,False,
1201109,"@AskAmex seems to be some serious issue with amex gift card site, I'm not able to buy gift card online",402226,@402226 Good Morning Sameer and sorry for the issues. Can you try clearing your cache and using another browser? ^RK,1201108,general_inquiry,False,
1654472,@AskAmex i cant call   i need the transfer removed so i can access my funds,471673,@471673 Unfortunately we do not have access to the Bluebird platform via Twitter. You'd need to call directly. ^Clarissa,1654471,technical_issue,False,
819396,"@AskAmex Booking a Delta flight. At booking, says get $50 statement credit if I apply for card. Done.  Then just before I pay, it says get $150 statement credit if I THEN book for card.  :( not happy",315189,@315189 We’re always creating new offers daily. ^N,819395,technical_issue,False,
356580,@116988 Amex travel website has been giving server errors all morning,200674,"@200674 Hi there, I am so sorry to hear that. Have you try using another internet browser?",356578,technical_issue,False,
660791,"@AskAmex 14 business days, no Bluebird replacement card, got my direct deposit today no way to access funds and Bluebird system is down for 2 hours now on top of everything. Can’t even send for cash pickup at Walmart",277423,@277423 Please contact our Bluebird team@877-486-5990. They will review your account and advise.,660793,technical_issue,False,
1092022,@AskAmex When are the Small Business Saturday 2017 details being released?,377675,"@377675 Hi Aryeh.For information on Small Business Saturday,pls visit: https://t.co/d4YhMx5Nlv Thank you. ^Beth",1092020,service_inquiry,False,
948216,This isn’t something @AskAmex can handle? https://t.co/fz01c5nKO7,344872,@344872 Pls call our Account Services team to look into. ^Clarissa,948215,service_inquiry,False,
2250270,@116988 I have been disappointed by your customer service team constantly since getting the Platinum card,655614,@655614 Good Afternoon and sorry you feel that way. Is there something I can help with? ^Rachel,2250264,cancellation_request,True,Explicit distress signal requiring manual intervention to prevent churn.
707252,@AskAmex Okay. Thank you.,289079,@289079 You're Welcome. Have a nice day. ^K,707253,account_question,False,
1629709,@AskAmex  why did u increase my minimum payment?,498832,"@498832 minimum due payment.Pls let me know if I can assist you any further,otherwise enjoy your day. ^Beth",1629708,billing_inquiry,False,
1570197,"@AskAmex Still suffering the effects from Hurricane Irma, please credit late charge of $35.00 please ....",484486,@484486 Hi Bill. Do you have time to chat securely through our website so I can look at your account? ^B,1571331,billing_inquiry,False,
409146,@AskAmex Thank you,212553,@212553 You're very welcome. ^B,409147,general_inquiry,False,
2679156,@AskAmex is the Amex Music iOS app dead? Images and ticket/event info are failing to load.,753868,@753868 Hi there. I was able to access the app. Please uninstall and install to see if that resolves it. Please keep me posted. ^R,2679155,technical_issue,False,
2656928,@116988 I can't pay my Amex bill - keeps coming up with Amex message when I clear my balance and not got time to sit on hold to one of your call centres,749055,@749055 Hi there. Which U.S. based card do you have? Please do not release any personal or card information. ^Clarissa,2656927,billing_inquiry,False,
2787128,@AskAmex Hello,778085,"@778085 Hi there, how may I help?",2787127,general_inquiry,False,
1092036,@AskAmex hello I need help please,377677,"@377677 Hi Calio, thx for tweeting us. How can I help? Pls share the general nature of your concern. Pls don't release any personal info",1092032,customer_complaint,True,Customer is expressing high frustration and requires a human agent to de-escalate.
1124369,@AskAmex @371450 Shoutout to Beth,385120,@385120 Thanx for the positive feedback. We're here to help. ^Naomi,1124367,account_question,False,
2347203,"GRRR @AskAmex Can i get a robot better than AVA on your phone support... She has hung up on me TWICE now :-( 
GIVE ME A REPRESENTATIVE!!!!!!!
#AutomatedPhoneSupport",182785,"@182785 better assist, please advise the general nature of your concern. No personal or identifiable information please.^In",2347201,service_inquiry,False,
104777,@AskAmex .  My name is Henry Slay.  I have a merchant who removed authorization on my account and charged the due amount days ago.  Why don't I have access to my money??,139149,"@139149 Hi there, I have not heard back from you. If you need further assistance please let me know.",104776,technical_issue,False,
2447244,@AskAmex how long before deposited funds are available? Instant?,701524,@701524 Hi Hanad. Which Card product do you have? Pls do not release any personally identifiable information. ^B,2447242,billing_inquiry,False,
1077539,@AskAmex Bluebird card,374204,@374204  877 486 5990 24/7 for assistance. Have a nice day.^K,1077541,service_inquiry,False,
952054,@AskAmex It was for the Nest. But I think it's a problem with your dynamic image generator: https://t.co/UdxzzmwgNN,345860,@345860 Thanks. Do you need to know what date the offer expires on? ^B,952056,general_inquiry,False,
2556332,"@AskAmex Not sure if this question is for you or for SPG, but you previously did a Tree Lighting ceremony at Rockefeller Plaza in NYC (at least last year you did) for card members where they could buy tix. Is that happening this year?  I can't seem to find any info anywhere.",708788,@708788 Hi Richard. Did you see @232064 sponsoring this event? ^Clarissa,2556331,technical_issue,False,
498820,@AskAmex App on iPhone 11.1 still not sending purchase notifications after reinstall.  Apple thinks it the app.  Is a fix coming?,234098,@234098 Hi Michelle. Which U.S. based card is this concerning? Please do not release any personal information. ^Clarissa,498818,technical_issue,False,
1088294,@AskAmex do you have a presale code for Impractical Jokers in Lincoln Nebraska at Pinewood Bowl for the May 18th show?,376705,"@376705 If we can assist you in any way in the future,pls let us know.Thank you. ^B",1088293,technical_issue,False,
1679646,"@AskAmex hi, can you follow me? I need to ask something by dm",510785,"@510785 Hi there. Please make sure you are following us so we can DM, but want to advise you no personal information in DM. ^RK",1679645,general_inquiry,False,
948784,@AskAmex It's a Delta Skymiles card,128854,"@128854 If you did not enroll in this option, pls call 800-430-1000, 24/7 so we can look into this. All the best. ^Clarissa",948786,rewards_inquiry,False,
1014038,@AskAmex Soooooo I owe $2 and change on my card. No longer have the card. Can't recall my password. What to do???,359948,@359948 Hi. Which U.S. based card is this concerning? Please do not release any personal information. ^Clarissa,1014036,technical_issue,False,
1004244,@AskAmex Someone I believe is trying to help. It’s taking a long time.,323843,@323843 Did you try to use the code I provided to you in the previous tweet? ^Clarissa,1004245,account_security,True,Mention of sensitive security or cancellation requires a specialized retention or fraud agent.
368215,Not feeling #amexplatinum when @116988 accidentally disables your card as you head on vacation. “Should be fixed in 24hours”,203243,"@203243 Hi there, I am so sorry to hear that. If your issue is not resolved in 24 hrs  pls let us know.",368214,billing_inquiry,False,
498804,"@AskAmex yes,upgrad my starwood club to gold status.",234094,@234094 if you’d like we can chat securely through our website so I can look at your account? fd,504598,card_delivery_status,False,
2012629,@AskAmex no,254956,@254956 Hi. Do you need assistance w/ an Amex card? Please do not share any personal information. ^Clarissa,2012628,service_inquiry,False,
1140586,@AskAmex  why i am not able to pay with Amex Gold Delta Sky Miles card on an Indian Online website having Amex Card Offer,388492,"@388492 Hi there, is this U.S based Amex account? Also have you contact the merchant?",1140584,technical_issue,False,
2606898,"@AskAmex just transferred 8 times and hung up on. Now chatting with a rep. Simple question, questionable service today. Normally ok...",216133,@216133 Hi John. I apologize &amp; will note your concern. Do you still need assistance? ^Beth,2606897,account_question,False,
264234,@AskAmex soda machine took $1.75 but didn't give me the soda,178970,"@178970 Hi there, I am so sorry to hear that. Which U.S. based card do you have? Pls do not share any personal info. ^FD",264233,service_inquiry,False,
2012836,@AskAmex why is my card not useable? I️m traveling for work and need it!!,595172,@595172 I never heard back from you; let me know if I can help. Have a great day! ^In,2012834,service_inquiry,False,
11960,@AskAmex @118350 I've had a charge appear on my account in another state while I was sleeping. What do I do to get my money back.,118351,"@118351 Hi there. What type of Amex Card is this concerning, once the charge posts you may be able to dispute it. ^Rachel",11961,technical_issue,False,
2516479,"@AskAmex i am unable to reach your personal loan customer care, 844-273-1384, number as it says not valid.. can you please provide the right one",716851,@716851 hours 10am to 8 pm ET  Monday - Friday. Have a nice day. ^K,2516477,service_inquiry,False,
408716,@AskAmex I don’t have a landline num. I’m interested in the Amex reserve card India. I’m in Europe. What number can I put for verification,212433,@212433 Thx! Looping in @134966 for assistance with your q's. Have a great day. ^Naomi,408715,account_question,False,
876717,@AskAmex Platinum,277352,"@277352 Pls call 800-345-2639, 24/7 for assistance. All the best. ^Clarissa",876719,service_inquiry,False,
2344446,@AskAmex please enroll me in #amexgoogleexpress,677987,@677987 I am researching your concern. I will reach out to you as soon as I get a response.^In,2344445,general_inquiry,False,
2629419,@AskAmex Could I login in and chat over the mobile phone? Thanks,742585,"@742585 log in, and select code:11132  and we will continue our conversation there. ^ fd",2629418,technical_issue,False,
